Name,Company Name,Telephone,Address,City,State,ZIP,Region,Order Dollar Amount,Order Date,Order Time,Sales Rep ID,,,Region ,#of orders,Percentage,,,,Name,State,Region,Sales Rep,Work Loading,State,Region,,State,Orders,rank ,,
Clayton Mcmillen,MARS Industries,+1 (063) 564-5609,1876 Cherry Court,Wichita,KS,67202,Midwest," 51,232 ",5/18/12,10:13 AM,3,,,,,,,,,,,,,,,,,,,,,
Quintin Rocha,Extensive Enterprise,+1 (045) 502-9680,882 Central Crescent,Green Bay,WI,54302,Midwest," 50,471 ",6/19/11,4:26 AM,1,,,,,,,,,,,,,,,,,,,,,
Fawn George,Plow King,+1 (909) 931-7887,423 Second Row West,Chandler,AZ,85224,Southwest," 49,607 ",2/20/11,12:31 AM,1,,,,,,,,,,,,,,,,,,,,,
Neona Garay,Widget Corp,+1 (316) 745-9361,4303 Park Cove,Naperville,IL,60540,Midwest," 48,711 ",1/25/12,11:02 PM,3,,,,,,,,,,,,,,,,,,,,,
Johnnie Mclean,Gringotts,+1 (840) 245-9710,3535 Maple Drive,Abilene,TX,79601,Southwest," 48,698 ",12/30/11,9:51 AM,2,,,,,,,,,,,,,,,,,,,,,
Infant Downing,Culdee Fell Railway,+1 (740) 770-9784,4362 Fourth Avenue North,Grand Rapids,MI,49503,Midwest," 48,609 ",2/8/12,10:36 PM,2,,,,,,,,,,,,,,,,,,,,,
Carmelita Sturgill,Zorg Industries,+1 (711) 060-6183,7562 Eighth Way,Norwalk,CA,90650,West," 47,826 ",8/22/12,1:33 PM,2,,,,,,,,,,,,,,,,,,,,,
Gia Viera,LexCorp,+1 (645) 205-2795,828 Elm Canal,Albuquerque,NM,87102,Southwest," 47,700 ",6/22/12,1:29 PM,1,,,,,,,,,,,,,,,,,,,,,
Ayame Wolf,Matsumura Fishworks,+1 (753) 383-3645,886 First Way NE,Lansing,MI,48906,Midwest," 47,410 ",6/30/12,2:27 AM,1,,,,,,,,,,,,,,,,,,,,,
Toby Merrill,Roboto Industries,+1 (100) 741-3501,765 Oak Street SE,Jersey City,NJ,07302,Northeast," 47,369 ",2/14/12,8:25 PM,3,,,,,,,,,,,,,,,,,,,,,
Banyan Rountree,Ace Tomato Company,+1 (571) 515-2159,5488 Central Road NW,Pasadena,TX,77502,Southwest," 46,015 ",5/7/12,12:06 PM,1,,,,,,,,,,,,,,,,,,,,,
Claudia Mcnulty,The Queen Victoria,+1 (643) 965-0465,3387 Eighth Loop SW,Louisville,KY,40202,Southeast," 45,545 ",5/16/12,4:48 AM,2,,,,,,,,,,,,,,,,,,,,,
Tasha Pond,Crudgington Brewery,+1 (494) 826-0339,3033 Mill Way,Portland,OR,97201,West," 44,978 ",4/16/11,2:19 AM,3,,,,,,,,,,,,,,,,,,,,,
Divya Hardesty,Big Belly Burger,+1 (019) 797-6106,6003 Lincoln Boulevard West,Rockford,IL,61101,Midwest," 43,420 ",10/17/12,1:25 PM,2,,,,,,,,,,,,,,,,,,,,,
Annetta Back,Roxxon,+1 (583) 927-8186,1742 Spring Way South,Carrollton,TX,75006,Southwest," 43,247 ",4/21/12,9:11 PM,2,,,,,,,,,,,,,,,,,,,,,
Roy Ballard,SpringShield,+1 (624) 203-6748,2840 Sixth Court NW,Ventura,CA,93001,West," 43,038 ",2/15/11,1:47 AM,1,,,,,,,,,,,,,,,,,,,,,
Cristobal Moe,LexCorp,+1 (989) 067-2692,9025 Second Street West,Des Moines,IA,50309,Midwest," 42,461 ",7/25/11,4:30 PM,1,,,,,,,,,,,,,,,,,,,,,
Luka Johnston,Flowers By Irene,+1 (666) 292-1338,8366 Eighth Lane West,Oceanside,CA,92054,West," 42,228 ",4/8/11,6:56 PM,3,,,,,,,,,,,,,,,,,,,,,
Honey Loomis,Massive Dynamic,+1 (615) 444-1779,539 Main Terrace West,Oakland,CA,94601,West," 42,021 ",1/8/12,12:44 PM,3,,,,,,,,,,,,,,,,,,,,,
Aldo Perron,Trans Pacific Airlines,+1 (487) 503-7233,987 Mill Drive,Grand Rapids,MI,49503,Midwest," 41,146 ",7/9/12,10:23 PM,3,,,,,,,,,,,,,,,,,,,,,
Ainka Colley,Federation World Airlines,+1 (306) 714-8398,4627 Water Lane,West Jordan,UT,84084,West," 40,881 ",9/25/12,11:43 PM,2,,,,,,,,,,,,,,,,,,,,,
Isabis Grigsby,Quark Industries,+1 (527) 615-5699,3297 Park Circle,Oklahoma City,OK,73102,Southwest," 40,371 ",4/9/11,2:07 AM,2,,,,,,,,,,,,,,,,,,,,,
Amanda Willoughby,Flowers By Irene,+1 (543) 336-2222,8019 Fifth Court,Rockford,IL,61101,Midwest," 40,162 ",9/5/12,2:03 PM,3,,,,,,,,,,,,,,,,,,,,,
Cortney Page,Praxis Corporation,+1 (310) 620-5314,8556 Pine Road West,Boise,ID,83702,West," 37,255 ",1/30/11,3:49 AM,3,,,,,,,,,,,,,,,,,,,,,
Bertha Etheridge,Water and Power,+1 (405) 208-2988,4120 Maple Freeway South,South Bend,IN,46601,Midwest," 36,942 ",6/21/11,5:40 AM,1,,,,,,,,,,,,,,,,,,,,,
Oneal Brewster,Leeding Engines Ltd.,+1 (520) 558-6700,4718 Sixth Boulevard,Joliet,IL,60431,Midwest," 34,339 ",7/26/11,1:05 PM,2,,,,,,,,,,,,,,,,,,,,,
Joye Gooden,The Dot Grill,+1 (138) 270-5265,7622 Main Parkway,Independence,MO,64050,Midwest," 33,289 ",11/6/11,3:35 PM,1,,,,,,,,,,,,,,,,,,,,,
Lucile Parkinson,Canada World Airways,+1 (718) 819-1260,3524 Market Drive South,Santa Rosa,CA,95401,West," 31,297 ",3/5/11,6:22 PM,3,,,,,,,,,,,,,,,,,,,,,
Simone Kirchner,Kumatsu Motors,+1 (859) 078-9289,513 Seventh Way,Yonkers,NY,10701,Northeast," 26,043 ",6/9/11,11:17 PM,2,,,,,,,,,,,,,,,,,,,,,
Sage Mckinnon,Axis Chemical Co.,+1 (173) 424-2186,6009 Sixth Court,Ann Arbor,MI,48103,Midwest," 25,997 ",4/17/11,10:49 AM,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
